,Repository_Name,Owner,Description,URL,Programming_Language,Creation_Date,Last_Updated_Date,Number_of_Stars,Number_of_Forks,Number_of_Open_Issues,License_Type
103,LangGraph-End-to-End-Course,sunnysavita10,,https://github.com/sunnysavita10/LangGraph-End-to-End-Course,Jupyter Notebook,2024-09-07T20:23:25Z,2024-10-04T04:40:06Z,7,1,0,
104,langgraph-hierarchical-tool-swarm,lizTheDeveloper,A graph based langgraph implementation of a tool-writing swarm,https://github.com/lizTheDeveloper/langgraph-hierarchical-tool-swarm,Jupyter Notebook,2024-03-13T17:54:43Z,2024-09-02T19:53:57Z,5,0,2,
105,AGENTIC,KOUSTAVSAMANTA,langgraph-streamlit,https://github.com/KOUSTAVSAMANTA/AGENTIC,Python,2024-06-15T19:40:19Z,2024-06-30T08:26:29Z,2,0,0,
106,AI-Agents,GURPREETKAURJETHRA,"Design Patterns for Multi Agents Frameworks Like Autogen, Langraph, Taskweaver, Crewai,etc",https://github.com/GURPREETKAURJETHRA/AI-Agents,Jupyter Notebook,2024-04-29T17:23:47Z,2024-09-16T20:04:56Z,12,3,0,MIT License
107,repo-upgrade,AgiFlow,Dependencies Upgrade with multi-agents (CrewAI & Langgraph),https://github.com/AgiFlow/repo-upgrade,Jupyter Notebook,2024-07-22T01:53:32Z,2024-08-18T06:05:31Z,5,0,0,MIT License
108,ai-agents-in-langgraph,sushengloong,Reproducing AI Agents from https://learn.deeplearning.ai/courses/ai-agents-in-langgraph,https://github.com/sushengloong/ai-agents-in-langgraph,Python,2024-06-15T07:18:37Z,2024-10-02T20:54:10Z,1,2,0,
109,LangGraph-GUI-backend,LangGraph-GUI,backend for LangGraph-GUI,https://github.com/LangGraph-GUI/LangGraph-GUI-backend,Python,2024-07-12T02:08:54Z,2024-09-11T02:23:59Z,3,1,0,MIT License
110,Langgraph-langchain-Ollama-and-DuckDuckGo,mvdiogo,"Revolutionize linguistic interactions and facilitate seamless communication by leveraging cutting-edge technologies: Langgraph, Langchain, Ollama, and DuckDuckGo.",https://github.com/mvdiogo/Langgraph-langchain-Ollama-and-DuckDuckGo,Python,2024-02-19T14:38:20Z,2024-06-05T08:12:36Z,7,0,0,MIT License
111,Multi-modal-agent-pdf-RAG-with-langgraph,vveizhang,,https://github.com/vveizhang/Multi-modal-agent-pdf-RAG-with-langgraph,,2024-02-20T05:45:53Z,2024-08-20T05:50:58Z,7,1,0,
112,travel-assistant-multi-agent-langgraph,bestimmt,This is a travel assistant chatbot designed mainly with langgraph framework with multi-agents. Based on langgraph's examples,https://github.com/bestimmt/travel-assistant-multi-agent-langgraph,,2024-08-16T11:14:21Z,2024-08-16T11:14:21Z,0,2,0,MIT License
113,claude-stonks-agent,davidpadbury,Example langchain/langgraph agent using Claude v2.1 on AWS bedrock,https://github.com/davidpadbury/claude-stonks-agent,Python,2024-02-25T23:02:40Z,2024-06-30T08:25:58Z,8,1,0,
114,knitt.ai,esxr,Integrate AI into your website in a single line of code,https://github.com/esxr/knitt.ai,JavaScript,2024-07-24T08:48:12Z,2024-09-09T05:14:34Z,0,4,1,Other
